cutoff,9,,,,,,,,,,,,,,,,,
Database,TandemPV,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Activity,"hydrogen production, electrolysis, 25 bar, domestic, EP2050",,,,,,,,,,,,,,,,,
monofacial_tandem_installation,1.30757E-05,TandemPV,RER,unit,,technosphere,installation_per_kWh,,0,"market for, photovoltaic slanted-roof installation, 3kWp, monofacial PSC-scSi panel, mounted, on roof"
,,,,,,,,,,
Activity,monofacial_tandem_installation,,,,,,,,,
code,48304cf110854de8b4124a9b2533d0d6_copy1,,,,,,,,,
comment,"Dataset is modelled after Table 12.6 in (Jungbluth et al. 2012). Transport and emission of heat were excluded. The quantity of Silicon PV panel and mounting system were adjusted based on the present day power dentisty of Silicon PV. Both flows were parameterized to allow for analysis of future scenarios with increased power densities. Avoided burdens from recycling of the Silicon PV panel is included in the dataset for its production (see activity ""scSi_panel_RER"" in database ""Panels""). Avoided burdens from end-of-life (EoL) waste treatment of the Balance-of-System (BoS) were included here, because these were not included in the orginal datasets from ecoinvent. Recycleable materials are sent for treatment, with the recycling chain starting at the cut-off point for the recyclable material (i.e. the ""Recycled content, cut-off"" dataset of the respective material) and includes all processing steps up to the point of producing a material that can provide a like-for-like replacement with a virgin material in the technosphere. For more information, see the description of the datasets in the ""EoL"" database. From recycling of corrugated board box, two recycled products can be obtained: linerboard and fluting medium. For simplicity, a 50:50 ratio between both products is assumed here. This can be considered reasonable, since corrugated board box contains liner board and fluting medium at a ratio ranging from 60:40 to 40:60 and because of its overall minor contribution to the impacts from a demand for 1 unit of the product. Avoided burden from incineration of waste materials are included.- Jungbluth et al. 2012 Life Cycle Inventories of Photovoltaics - Version: 2012, https://esu-services.ch/fileadmin/download/publicLCI/jungbluth-2012-LCI-Photovoltaics.pdf [accessed  31-08-2022]",,,,,,,,,
location,RER,,,,,,,,,
reference product,"market for, photovoltaic slanted-roof installation, 3kWp, monofacial PSC-scSi panel, mounted, on roof",,,,,,,,,
type,process,,,,,,,,,
unit,unit,,,,,,,,,
Parameters,monofacial_tandem_installation_9532dd33d683a06d00bbeed70d8a5bfe,,,,,,,,,
name,amount,formula,code,database,,,,,,
monofacial_tandem_installation_1,1,,48304cf110854de8b4124a9b2533d0d6_copy1,TandemPV,,,,,,
,,,,,,,,,,
Exchanges,,,,,,,,,,
name,amount,database,location,unit,type,formula,original_amount,reference product,,
monofacial_tandem_installation,1,TandemPV,RER,unit,production,,,"market for, photovoltaic slanted-roof installation, 3kWp, monofacial PSC-scSi panel, mounted, on roof",,
"inverter production, 2.5kW",2.4,ei 3.8 cutoff,RER,unit,technosphere,inverter_per_3kWp,0,"inverter, 2.5kW",,
"market group for electricity, low voltage",1,ei 3.8 cutoff,ENTSO-E,kilowatt hour,technosphere,electricity_installation,0,"electricity, low voltage",,
monofacial_tandem_panel_DE,370.8,TandemPV,DE,square meter,technosphere,MFT_area_per_3kWp,0,"Photovoltaic panel, perovskite-Si-tandem, at plant, incl. 1st generation recycling at EoL",,
"photovoltaic mounting system production, for slanted-roof installation",12,ei 3.8 cutoff,RER,square meter,technosphere,mounting_area_MFT,0,"photovoltaic mounting system, for slanted-roof installation",,
"photovoltaics, electric installation for 3kWp module, at building",1,ei 3.8 cutoff,RoW,unit,technosphere,electrical_installation,1,"photovoltaics, electric installation for 3kWp module, at building",,
,,,,,,,,,,
Activity,monofacial_tandem_panel_DE,,,,,,,,,
code,f06fa1d3c529457485a26db952483abc_copy1,,,,,,,,,
comment,"Dataset is based on Table 28 of (Frischknecht et al. 2020). Names for inventory items listed by the original source are provided in the comments. Exact names of ecoinvent dataset for inventory items were not provided in the original source. Datasets from ecoinvent were therefore selected that provide a close as possible match to the name of the listed inventory item. Avoided burdens of electricity and heat from incineration of wastes are included in this dataset, using yields in MJ/kg waste incinerated, which were obtained from the ecoinvent dataset for treatment of the respective waste streams through incineration in Switzerland. Waste to be incinerated are: mixed plastic waste and spent solvent mixture.First generation recycling of the monofacial PSC-scSi tandem panel is modelled as recycling of scSi panel, without additional flows from the PSC-layer in the tandem. This result in an underestimation of emissions and avoided burdens from first generation recycling. Second geenration recycling does take into account the processing of the PSC-layer. Switching between recycling options is done in scenario analysis using a scenario file in which the flow to either first or second generation recycling is set to 0. When assesing this dataset in isolation, i.e. without scenario file, one should manually set the value for the flow of either first or second generation recycling to 0. - Frischknecht, R., Stolz, P., Krebs, L., de Wild-Scholten, M., & Sinha, P. (2020). Life Cycle Inventories and Life Cycle Assessments of Photovoltaic Systems. https://iea-pvps.org/wp-content/uploads/2020/12/IEA-PVPS-LCI-report-2020.pdf [Accessed 2022-05-11]",,,,,,,,,
location,DE,,,,,,,,,
reference product,"Photovoltaic panel, perovskite-Si-tandem, at plant, incl. 1st generation recycling at EoL",,,,,,,,,
type,process,,,,,,,,,
unit,square meter,,,,,,,,,
Parameters,monofacial_tandem_panel_DE_398dff4280ca95ba5381033755b41f0a,,,,,,,,,
name,amount,formula,code,database,,,,,,
monofacial_tandem_panel_DE_1,1,,f06fa1d3c529457485a26db952483abc_copy1,TandemPV,,,,,,
,,,,,,,,,,
Exchanges,,,,,,,,,,
name,amount,database,location,unit,categories,type,formula,comment,original_amount,reference product
Lead,0.0000116,biosphere3,,kilogram,air::urban air close to ground,biosphere,,,,
Lead,0.0000116,biosphere3,,kilogram,water,biosphere,,,,
Water,0.0366,biosphere3,,cubic meter,air::urban air close to ground,biosphere,36.6*kg_to_m3,Conversion from kg to m3,0,
"Water, cooling, unspecified natural origin",0.731,biosphere3,,cubic meter,natural resource::in water,biosphere,,,,
monofacial_tandem_panel_DE,1,TandemPV,DE,square meter,,production,,,,"Photovoltaic panel, perovskite-Si-tandem, at plant, incl. 1st generation recycling at EoL"
1-propanol production,0.0159,ei 3.8 cutoff,RER,kilogram,,technosphere,,"1-propanol, at plant, RER",,1-propanol
"aluminium alloy production, AlMg3",2.13,ei 3.8 cutoff,RER,kilogram,,technosphere,,"aluminium alloy, AlMg3, at plant, RER",,"aluminium alloy, AlMg3"
diphenylether-compound production,0.000371,ei 3.8 cutoff,RER,kilogram,,technosphere,,"diphenylether-compounds, at regional storehouse, RER",,diphenylether-compound
"ethylvinylacetate production, foil",0.975,ei 3.8 cutoff,RER,kilogram,,technosphere,,"ethylvinylacetate, foil, at plant, RER",,"ethylvinylacetate, foil"
"glass fibre reinforced plastic production, polyamide, injection moulded",0.295,ei 3.8 cutoff,RER,kilogram,,technosphere,,"glass fibre reinforced plastic, polyamide, injection moulding, at plant, RER",,"glass fibre reinforced plastic, polyamide, injection moulded"
indium production,0.0075,ei 3.8 cutoff,RER,kilogram,,technosphere,,"indium, at regional storage, RER",,indium
market for EUR-flat pallet,0.0313,ei 3.8 cutoff,RER,unit,,technosphere,,"EUR-flat pallet, RER",,EUR-flat pallet
"market for chemical, organic",0.0000813,ei 3.8 cutoff,GLO,kilogram,,technosphere,,"chemicals organic, at plant, GLO",,"chemical, organic"
"market for chemical, organic",0.0000382,ei 3.8 cutoff,GLO,kilogram,,technosphere,,"chemicals organic, at plant, GLO",,"chemical, organic"
"market for copper, cathode",0.103,ei 3.8 cutoff,GLO,kilogram,,technosphere,,"copper, at regional storage, RER",,"copper, cathode"
market for corrugated board box,0.763,ei 3.8 cutoff,RER,kilogram,,technosphere,,"corrugated board, mixed fibre, single wall, at plant, RER",,corrugated board box
"market for diode, auxilliaries and energy use",0.00281,ei 3.8 cutoff,GLO,kilogram,,technosphere,,"diode, unspecified, at plant, GLO",,"diode, auxilliaries and energy use"
"market for electricity, medium voltage",23.4,ei 3.8 cutoff,DE,kilowatt hour,,technosphere,,"electricity, medium voltage, at grid, DE",,"electricity, medium voltage"
"market for epoxy resin, liquid",0.0000927,ei 3.8 cutoff,RER,kilogram,,technosphere,,"epoxy resin, liquid, at plant, RER",,"epoxy resin, liquid"
market for ethylene bromide,0.000394,ei 3.8 cutoff,RER,kilogram,,technosphere,,"ethylene bromide, at plant, RER",,ethylene bromide
"market for flat glass, uncoated",5.08,ei 3.8 cutoff,RER,kilogram,,technosphere,,"flat glass, uncoated, at plant, RER",,"flat glass, uncoated"
"market for metallization paste, front side",0.00938,ei 3.8 cutoff,RER,kilogram,,technosphere,,"metallization paste, front side, at plant, RER",,"metallization paste, front side"
market for phenolic resin,0.0000927,ei 3.8 cutoff,RER,kilogram,,technosphere,,"phenolic resin, at plant, RER",,phenolic resin
market for photovoltaic panel factory,0.000004,ei 3.8 cutoff,GLO,unit,,technosphere,,"photovoltaic panel factory, GLO",,photovoltaic panel factory
market for silicone product,0.122,ei 3.8 cutoff,RER,kilogram,,technosphere,,"silicone product, at plant, RER",,silicone product
market for silver,0.00352,ei 3.8 cutoff,GLO,kilogram,,technosphere,,"silver, at regional storage, RER",,silver
"market for solvent, organic",0.424,ei 3.8 cutoff,GLO,kilogram,,technosphere,,"solvents, organic, unspecified, at plant, GLO",,"solvent, organic"
"market for solvent, organic",0.0394,ei 3.8 cutoff,GLO,kilogram,,technosphere,,"solvents, organic, unspecified, at plant, GLO",,"solvent, organic"
market for tin,0.0075,ei 3.8 cutoff,GLO,kilogram,,technosphere,,"tin, at regional storage, RER",,tin
market for tin,0.0129,ei 3.8 cutoff,GLO,kilogram,,technosphere,,"tin, at regional storage, RER",,tin
"market for transport, freight, lorry, unspecified",4.61,ei 3.8 cutoff,RER,ton kilometer,,technosphere,,"transport, freight, lorry, fleet average, RER",,"transport, freight, lorry, unspecified"
"market for transport, freight, sea, container ship",61.4,ei 3.8 cutoff,GLO,ton kilometer,,technosphere,,"transport, transoceanic freight ship, OCE",,"transport, freight, sea, container ship"
methyl iodide production,0.000394,ei 3.8 cutoff,RER,kilogram,,technosphere,,"methyl iodide, RER",,methyl iodide
primary lead production from concentrate,0.00162,ei 3.8 cutoff,GLO,kilogram,,technosphere,,"lead, at regional storage, RER",,lead
primary lead production from concentrate,0.000725,ei 3.8 cutoff,GLO,kilogram,,technosphere,,"lead, at regional storage, RER",,lead
scSi_cell_CN,0.935,TandemPV,CN,square meter,,technosphere,,"photovoltaic cell, single-Si, at plant, CN",,"Silicon PV cell, single-Si, at plant"
"solar glass production, low-iron",8.13,ei 3.8 cutoff,RER,kilogram,,technosphere,,"solar glass, low-iron, at regional storage, RER",,"solar glass, low-iron"
"tempering, flat glass",8,ei 3.8 cutoff,RER,kilogram,,technosphere,,"tempering, flat glass, RER",,"tempering, flat glass"
"wire drawing, copper",0.103,ei 3.8 cutoff,RER,kilogram,,technosphere,,"wire drawing, copper, RER",,"wire drawing, copper"
,,,,,,,,,,
Activity,scSi_APAC,,,,,,,,,
code,461f9297e28a4a41aefbf459b8e12b12_copy2,,,,,,,,,
comment,"Dataset is based on Table 9 of (Frischknecht et al. 2020). Names for inventory items listed by the original source are provided in the comments. Exact names of ecoinvent dataset for inventory items were not provided in the original source. Datasets from ecoinvent were therefore selected that provide a close as possible match to the name of the listed inventory item. - Frischknecht, R., Stolz, P., Krebs, L., de Wild-Scholten, M., & Sinha, P. (2020). Life Cycle Inventories and Life Cycle Assessments of Photovoltaic Systems. https://iea-pvps.org/wp-content/uploads/2020/12/IEA-PVPS-LCI-report-2020.pdf [Accessed 2022-05-11]",,,,,,,,,
location,APAC,,,,,,,,,
reference product,"CZ single crystalline silicon, photovoltaics, at plant",,,,,,,,,
type,process,,,,,,,,,
unit,kilogram,,,,,,,,,
Parameters,scSi_APAC_4fcb4abe8dc42f8f10216e7063dd634d,,,,,,,,,
name,amount,formula,code,database,,,,,,
scSi_APAC_1,1,,461f9297e28a4a41aefbf459b8e12b12_copy2,TandemPV,,,,,,
,,,,,,,,,,
Exchanges,,,,,,,,,,
name,amount,database,location,unit,categories,type,formula,comment,original_amount,reference product
"BOD5, Biological Oxygen Demand",0.13,biosphere3,,kilogram,water::surface water,biosphere,,,,
"COD, Chemical Oxygen Demand",0.13,biosphere3,,kilogram,water::surface water,biosphere,,,,
"DOC, Dissolved Organic Carbon",0.0405,biosphere3,,kilogram,water::surface water,biosphere,,,,
"Heat, waste",115,biosphere3,,megajoule,air,biosphere,,,,
Hydroxide,0.00442,biosphere3,,kilogram,water::surface water,biosphere,,,,
Nitrate,0.0835,biosphere3,,kilogram,water::surface water,biosphere,,,,
Nitrogen oxides,0.0339,biosphere3,,kilogram,air,biosphere,,,,
"TOC, Total Organic Carbon",0.0405,biosphere3,,kilogram,water::surface water,biosphere,,,,
Water,0.255,biosphere3,,cubic meter,air,biosphere,255 * kg_to_m3,Converted from kg to m3,0,
"Water, cooling, unspecified natural origin",5.09,biosphere3,,cubic meter,natural resource::in water,biosphere,,"Water, cooling, unspecified natural origin, KR",,
scSi_APAC,1,TandemPV,APAC,kilogram,,production,,,,"CZ single crystalline silicon, photovoltaics, at plant"
Si_prod_mix_APAC,1,TandemPV,APAC,kilogram,,technosphere,,"silicon, production mix, photovoltaics, at plant, APAC",,"Silicon, production mix, photovoltaics, at plant"
ceramic tile production,0.167,ei 3.8 cutoff,CH,kilogram,,technosphere,,"ceramic tiles, at regional storage, CH",,ceramic tile
"heat production, natural gas, at industrial furnace low-NOx >100kW",68.2,ei 3.8 cutoff,Europe without Switzerland,megajoule,,technosphere,,"natural gas, burned in industrial furnace low-NOx >100kW, RER",,"heat, district or industrial, natural gas"
"lime production, hydrated, packed",0.0222,ei 3.8 cutoff,CH,kilogram,,technosphere,,"lime, hydrated, packed, at plant, CH",,"lime, hydrated, packed"
"market for argon, liquid",1,ei 3.8 cutoff,RER,kilogram,,technosphere,,"argon, liquid, at plant, RER",,"argon, liquid"
"market for electricity, medium voltage",32,ei 3.8 cutoff,KR,kilowatt hour,,technosphere,,"electricity, medium voltage, at grid, KR",,"electricity, medium voltage"
market for hydrogen fluoride,0.01,ei 3.8 cutoff,RER,kilogram,,technosphere,,"hydrogen fluoride, at plant, GLO",,hydrogen fluoride
"market for nitric acid, without water, in 50% solution state",0.0668,ei 3.8 cutoff,RER w/o RU,kilogram,,technosphere,,"nitric acid, 50% in H2O, at plant, RER",,"nitric acid, without water, in 50% solution state"
"market for sodium hydroxide, without water, in 50% solution state",0.0415,ei 3.8 cutoff,GLO,kilogram,,technosphere,,"sodium hydroxide, 50% in H2O, production mix, at plant, RER",,"sodium hydroxide, without water, in 50% solution state"
"market for transport, freight, lorry, unspecified",1.13,ei 3.8 cutoff,RER,ton kilometer,,technosphere,,"transport, freight, lorry, fleet average, RER",,"transport, freight, lorry, unspecified"
"market for water, deionised",4.01,ei 3.8 cutoff,RoW,kilogram,,technosphere,,"water, deionised, water balance according to MoeK 2013, at plant, KR",,"water, deionised"
"market group for transport, freight train",1.41,ei 3.8 cutoff,RER,ton kilometer,,technosphere,,"transport, freight, rail, RER",,"transport, freight train"
silicone factory construction,1E-11,ei 3.8 cutoff,RER,unit,,technosphere,,"silicone plant, RER",,silicone factory
"treatment of waste, from silicon wafer production, inorganic, residual material landfill",-0.167,ei 3.8 cutoff,CH,kilogram,,technosphere,,"disposal, waste, Si waferprod., inorg, 9.4% water, to residual material landfill, CH",,"waste, from silicon wafer production, inorganic"
"treatment of wastewater, average, capacity 1.1E10l/year",-4.84,ei 3.8 cutoff,CH,cubic meter,,technosphere,,"treatment, sewage, to wastewater treatment, class 2, CH",,"wastewater, average"
,,,,,,,,,,
Activity,scSi_CN,,,,,,,,,
code,461f9297e28a4a41aefbf459b8e12b12_copy3,,,,,,,,,
comment,"Dataset is based on Table 9 of (Frischknecht et al. 2020). Names for inventory items listed by the original source are provided in the comments. Exact names of ecoinvent dataset for inventory items were not provided in the original source. Datasets from ecoinvent were therefore selected that provide a close as possible match to the name of the listed inventory item. - Frischknecht, R., Stolz, P., Krebs, L., de Wild-Scholten, M., & Sinha, P. (2020). Life Cycle Inventories and Life Cycle Assessments of Photovoltaic Systems. https://iea-pvps.org/wp-content/uploads/2020/12/IEA-PVPS-LCI-report-2020.pdf [Accessed 2022-05-11]",,,,,,,,,
location,CN,,,,,,,,,
reference product,"CZ single crystalline silicon, photovoltaics, at plant",,,,,,,,,
type,process,,,,,,,,,
unit,kilogram,,,,,,,,,
Parameters,scSi_CN_6c9a8c1661d605f45367d8bf1e68de85,,,,,,,,,
name,amount,formula,code,database,,,,,,
scSi_CN_1,1,,461f9297e28a4a41aefbf459b8e12b12_copy3,TandemPV,,,,,,
,,,,,,,,,,
Exchanges,,,,,,,,,,
name,amount,database,location,unit,categories,type,formula,comment,original_amount,reference product
"BOD5, Biological Oxygen Demand",0.13,biosphere3,,kilogram,water::surface water,biosphere,,,,
"COD, Chemical Oxygen Demand",0.13,biosphere3,,kilogram,water::surface water,biosphere,,,,
"DOC, Dissolved Organic Carbon",0.0405,biosphere3,,kilogram,water::surface water,biosphere,,,,
"Heat, waste",115,biosphere3,,megajoule,air,biosphere,,,,
Hydroxide,0.00442,biosphere3,,kilogram,water::surface water,biosphere,,,,
Nitrate,0.0835,biosphere3,,kilogram,water::surface water,biosphere,,,,
Nitrogen oxides,0.0339,biosphere3,,kilogram,air,biosphere,,,,
"TOC, Total Organic Carbon",0.0405,biosphere3,,kilogram,water::surface water,biosphere,,,,
Water,0.255,biosphere3,,cubic meter,air,biosphere,255 * kg_to_m3,Converted from kg to m3,0.255,
"Water, cooling, unspecified natural origin",5.09,biosphere3,,cubic meter,natural resource::in water,biosphere,,"Water, cooling, unspecified natural origin, CN",,
scSi_CN,1,TandemPV,CN,kilogram,,production,,,,"CZ single crystalline silicon, photovoltaics, at plant"
Si_prod_mix_CN,1,TandemPV,CN,kilogram,,technosphere,,"silicon, production mix, photovoltaics, at plant, CN",,"Silicon, production mix, photovoltaics, at plant"
ceramic tile production,0.167,ei 3.8 cutoff,CH,kilogram,,technosphere,,"ceramic tiles, at regional storage, CH",,ceramic tile
"heat production, natural gas, at industrial furnace low-NOx >100kW",68.2,ei 3.8 cutoff,Europe without Switzerland,megajoule,,technosphere,,"natural gas, burned in industrial furnace low-NOx >100kW, RER",,"heat, district or industrial, natural gas"
"lime production, hydrated, packed",0.0222,ei 3.8 cutoff,CH,kilogram,,technosphere,,"lime, hydrated, packed, at plant, CH",,"lime, hydrated, packed"
"market for argon, liquid",1,ei 3.8 cutoff,RER,kilogram,,technosphere,,"argon, liquid, at plant, RER",,"argon, liquid"
market for hydrogen fluoride,0.01,ei 3.8 cutoff,RER,kilogram,,technosphere,,"hydrogen fluoride, at plant, GLO",,hydrogen fluoride
"market for nitric acid, without water, in 50% solution state",0.0668,ei 3.8 cutoff,RER w/o RU,kilogram,,technosphere,,"nitric acid, 50% in H2O, at plant, RER",,"nitric acid, without water, in 50% solution state"
"market for sodium hydroxide, without water, in 50% solution state",0.0415,ei 3.8 cutoff,GLO,kilogram,,technosphere,,"sodium hydroxide, 50% in H2O, production mix, at plant, RER",,"sodium hydroxide, without water, in 50% solution state"
"market for transport, freight, lorry, unspecified",1.13,ei 3.8 cutoff,RER,ton kilometer,,technosphere,,"transport, freight, lorry, fleet average, RER",,"transport, freight, lorry, unspecified"
"market for water, deionised",4.01,ei 3.8 cutoff,RoW,kilogram,,technosphere,,"water, deionised, water balance according to MoeK 2013, at plant, CN",,"water, deionised"
"market group for electricity, medium voltage",32,ei 3.8 cutoff,CN,kilowatt hour,,technosphere,,"electricity, medium voltage, at grid, CN",,"electricity, medium voltage"
"market group for transport, freight train",1.41,ei 3.8 cutoff,RER,ton kilometer,,technosphere,,"transport, freight, rail, RER",,"transport, freight train"
silicone factory construction,1E-11,ei 3.8 cutoff,RER,unit,,technosphere,,"silicone plant, RER",,silicone factory
"treatment of waste, from silicon wafer production, inorganic, residual material landfill",-0.167,ei 3.8 cutoff,CH,kilogram,,technosphere,,"disposal, waste, Si waferprod., inorg, 9.4% water, to residual material landfill, CH",,"waste, from silicon wafer production, inorganic"
"treatment of wastewater, average, capacity 1.1E10l/year",-4.84,ei 3.8 cutoff,CH,cubic meter,,technosphere,,"treatment, sewage, to wastewater treatment, class 2, CH",,"wastewater, average"
,,,,,,,,,,
Activity,scSi_RER,,,,,,,,,
code,461f9297e28a4a41aefbf459b8e12b12_copy1,,,,,,,,,
comment,"Dataset is based on Table 9 of (Frischknecht et al. 2020). Names for inventory items listed by the original source are provided in the comments. Exact names of ecoinvent dataset for inventory items were not provided in the original source. Datasets from ecoinvent were therefore selected that provide a close as possible match to the name of the listed inventory item. - Frischknecht, R., Stolz, P., Krebs, L., de Wild-Scholten, M., & Sinha, P. (2020). Life Cycle Inventories and Life Cycle Assessments of Photovoltaic Systems. https://iea-pvps.org/wp-content/uploads/2020/12/IEA-PVPS-LCI-report-2020.pdf [Accessed 2022-05-11]",,,,,,,,,
location,RER,,,,,,,,,
reference product,"CZ single crystalline silicon, photovoltaics, at plant",,,,,,,,,
type,process,,,,,,,,,
unit,kilogram,,,,,,,,,
Parameters,scSi_RER_9cd5d1a3898f1f85db5134de648f1563,,,,,,,,,
name,amount,formula,code,database,,,,,,
scSi_RER_1,1,,461f9297e28a4a41aefbf459b8e12b12_copy1,TandemPV,,,,,,
,,,,,,,,,,
Exchanges,,,,,,,,,,
name,amount,database,location,unit,categories,type,formula,comment,original_amount,reference product
"BOD5, Biological Oxygen Demand",0.13,biosphere3,,kilogram,water::surface water,biosphere,,,,
"COD, Chemical Oxygen Demand",0.13,biosphere3,,kilogram,water::surface water,biosphere,,,,
"DOC, Dissolved Organic Carbon",0.0405,biosphere3,,kilogram,water::surface water,biosphere,,,,
"Heat, waste",115,biosphere3,,megajoule,air,biosphere,,,,
Hydroxide,0.00442,biosphere3,,kilogram,water::surface water,biosphere,,,,
Nitrate,0.0835,biosphere3,,kilogram,water::surface water,biosphere,,,,
Nitrogen oxides,0.0339,biosphere3,,kilogram,air,biosphere,,,,
"TOC, Total Organic Carbon",0.0405,biosphere3,,kilogram,water::surface water,biosphere,,,,
Water,0.255,biosphere3,,cubic meter,air,biosphere,255 * kg_to_m3,Converted from kg to m3,0,
"Water, cooling, unspecified natural origin",5.09,biosphere3,,cubic meter,natural resource::in water,biosphere,,"Water, cooling, unspecified natural origin, RER",,
scSi_RER,1,TandemPV,RER,kilogram,,production,,,,"CZ single crystalline silicon, photovoltaics, at plant"
Si_prod_mix_GLO,1,TandemPV,GLO,kilogram,,technosphere,,"silicon, production mix, photovoltaics, at plant, GLO",,"Silicon, production mix, photovoltaics, at plant"
ceramic tile production,0.167,ei 3.8 cutoff,CH,kilogram,,technosphere,,"ceramic tiles, at regional storage, CH",,ceramic tile
"heat production, natural gas, at industrial furnace low-NOx >100kW",68.2,ei 3.8 cutoff,Europe without Switzerland,megajoule,,technosphere,,"natural gas, burned in industrial furnace low-NOx >100kW, RER",,"heat, district or industrial, natural gas"
"lime production, hydrated, packed",0.0222,ei 3.8 cutoff,CH,kilogram,,technosphere,,"lime, hydrated, packed, at plant, CH",,"lime, hydrated, packed"
"market for argon, liquid",1,ei 3.8 cutoff,RER,kilogram,,technosphere,,"argon, liquid, at plant, RER",,"argon, liquid"
market for hydrogen fluoride,0.01,ei 3.8 cutoff,RER,kilogram,,technosphere,,"hydrogen fluoride, at plant, GLO",,hydrogen fluoride
"market for nitric acid, without water, in 50% solution state",0.0668,ei 3.8 cutoff,RER w/o RU,kilogram,,technosphere,,"nitric acid, 50% in H2O, at plant, RER",,"nitric acid, without water, in 50% solution state"
"market for sodium hydroxide, without water, in 50% solution state",0.0415,ei 3.8 cutoff,GLO,kilogram,,technosphere,,"sodium hydroxide, 50% in H2O, production mix, at plant, RER",,"sodium hydroxide, without water, in 50% solution state"
"market for transport, freight, lorry, unspecified",1.13,ei 3.8 cutoff,RER,ton kilometer,,technosphere,,"transport, freight, lorry, fleet average, RER",,"transport, freight, lorry, unspecified"
"market for water, deionised",4.01,ei 3.8 cutoff,Europe without Switzerland,kilogram,,technosphere,,"water, deionised, water balance according to MoeK 2013, at plant, RER",,"water, deionised"
"market group for electricity, medium voltage",32,ei 3.8 cutoff,ENTSO-E,kilowatt hour,,technosphere,,"electricity, medium voltage, production ENTSO, at grid, ENTSO",,"electricity, medium voltage"
"market group for transport, freight train",1.41,ei 3.8 cutoff,RER,ton kilometer,,technosphere,,"transport, freight, rail, RER",,"transport, freight train"
silicone factory construction,1E-11,ei 3.8 cutoff,RER,unit,,technosphere,,"silicone plant, RER",,silicone factory
"treatment of waste, from silicon wafer production, inorganic, residual material landfill",-0.167,ei 3.8 cutoff,CH,kilogram,,technosphere,,"disposal, waste, Si waferprod., inorg, 9.4% water, to residual material landfill, CH",,"waste, from silicon wafer production, inorganic"
"treatment of wastewater, average, capacity 1.1E10l/year",-4.84,ei 3.8 cutoff,CH,cubic meter,,technosphere,,"treatment, sewage, to wastewater treatment, class 2, CH",,"wastewater, average"
,,,,,,,,,,
Activity,scSi_cell_APAC,,,,,,,,,
code,261c0e628e7b4ae3abb8dcb54039ac3d_copy2,,,,,,,,,
comment,"Dataset is based on Table 17 of (Frischknecht et al. 2020). Names for inventory items listed by the original source are provided in the comments. Exact names of ecoinvent dataset for inventory items were not provided in the original source. Datasets from ecoinvent were therefore selected that provide a close as possible match to the name of the listed inventory item. Avoided burdens of electricity and heat from incineration of waste solvent are included in this dataset, using yields in MJ/kg solvent incinerated, which were obtained from the ecoinvent dataset for treatment of spent solvent mixture through hazardous waste incineration in Switzerland.- Frischknecht, R., Stolz, P., Krebs, L., de Wild-Scholten, M., & Sinha, P. (2020). Life Cycle Inventories and Life Cycle Assessments of Photovoltaic Systems. https://iea-pvps.org/wp-content/uploads/2020/12/IEA-PVPS-LCI-report-2020.pdf [Accessed 2022-05-11]",,,,,,,,,
location,APAC,,,,,,,,,
reference product,"Silicon PV cell, single-Si, at plant",,,,,,,,,
type,process,,,,,,,,,
unit,square meter,,,,,,,,,
Parameters,scSi_cell_APAC_e05e8cf536d4dfd0262bc48e6dd47ce3,,,,,,,,,
name,amount,formula,code,database,,,,,,
scSi_cell_APAC_1,1,,261c0e628e7b4ae3abb8dcb54039ac3d_copy2,TandemPV,,,,,,
,,,,,,,,,,
Exchanges,,,,,,,,,,
name,amount,database,location,unit,categories,type,formula,comment,original_amount,reference product
2-Propanol,0.0147,biosphere3,,kilogram,air::urban air close to ground,biosphere,,,,
Acetaldehyde,0.000633,biosphere3,,kilogram,air::urban air close to ground,biosphere,,,,
Aluminium,0.00000773,biosphere3,,kilogram,air::urban air close to ground,biosphere,,,,
Ammonia,0.0000373,biosphere3,,kilogram,air::urban air close to ground,biosphere,,,,
"Carbon dioxide, fossil",0.167,biosphere3,,kilogram,air::urban air close to ground,biosphere,,,,
Chlorine,0.000046,biosphere3,,kilogram,air::urban air close to ground,biosphere,,,,
"Ethane, 1,1,1,2-tetrafluoro-, HFC-134a",0.0000312,biosphere3,,kilogram,air::urban air close to ground,biosphere,,,,
"Heat, waste",51.8,biosphere3,,megajoule,air::urban air close to ground,biosphere,,,,
Hydrogen,0.011,biosphere3,,kilogram,air::urban air close to ground,biosphere,,,,
Hydrogen fluoride,0.000138,biosphere3,,kilogram,air::urban air close to ground,biosphere,,,,
Lead,0.00000773,biosphere3,,kilogram,air::urban air close to ground,biosphere,,,,
"NMVOC, non-methane volatile organic compounds, unspecified origin",0.0126,biosphere3,,kilogram,air::urban air close to ground,biosphere,,,,
Silicon,3.17E-08,biosphere3,,kilogram,air::urban air close to ground,biosphere,,,,
Silicon,0.000333,biosphere3,,kilogram,air::urban air close to ground,biosphere,,,,
Silicon,0.00263,biosphere3,,kilogram,air::urban air close to ground,biosphere,,,,
Silver,0.00000773,biosphere3,,kilogram,air::urban air close to ground,biosphere,,,,
Tin,0.00000773,biosphere3,,kilogram,air::urban air close to ground,biosphere,,,,
Water,0.0171,biosphere3,,cubic meter,air::urban air close to ground,biosphere,17.1 * kg_to_m3,Converted from kg to m3,0,
